Period,Country,Indicator,Value
2023-Q3,Argentina,Wage Employment (% of 15+ population) - Women,38.7
2018-Q2,Peru,Wage Employment (% of 15+ population) - Total,38.7
2023-Q1,Uruguay,Informality - Productivity definition - Women,38.7
2023-Q2,El Salvador,Wage Employment (% of 15+ population) - Total,38.7
2019-Q2,Peru,Wage Employment (% of 15+ population) - Total,38.7
2024-Q4,Costa Rica,Wage Employment (% of 15+ population) - Total,38.7
2020-Q3,Brazil,Wage Employment (% of 15+ population) - Men,38.7
2018-Q3,Brazil,Wage Employment (% of 15+ population) - Total,38.6
2019-Q2,Brazil,Wage Employment (% of 15+ population) - Total,38.6
2018-Q4,Brazil,Wage Employment (% of 15+ population) - Total,38.6
2016-Q1,Uruguay,Wage Employment (% of 15+ population) - Women,38.6
2020-Q2,Brazil,Wage Employment (% of 15+ population) - Men,38.6
2023-Q3,Peru,Wage Employment (% of 15+ population) - Total,38.6
2024-Q3,Argentina,Informality - Social protection definition - Women,38.6
2018-Q4,Costa Rica,Informality - Productivity definition - Total,38.6
2021-Q3,Mexico,Wage Employment (% of 15+ population) - Total,38.6
2024-Q4,Ecuador,Wage Employment (% of workers) - Women,38.6
2021-Q4,Argentina,Informality - Productivity definition - Total,38.6
2023-Q4,Argentina,Wage Employment (% of 15+ population) - Women,38.6
2024-Q1,Costa Rica,Wage Employment (% of 15+ population) - Total,38.5
2017-Q3,Brazil,Wage Employment (% of 15+ population) - Total,38.5
2023-Q4,Ecuador,Wage Employment (% of workers) - Women,38.5
2022-Q3,El Salvador,Wage Employment (% of 15+ population) - Total,38.5
2023-Q4,Paraguay,Wage Employment (% of 15+ population) - Total,38.5
2018-Q1,Bolivia,Informality - Social protection definition - Total,38.5
2024-Q1,Paraguay,Wage Employment (% of 15+ population) - Total,38.5
2019-Q3,Argentina,Informality - Productivity definition - Men,38.4
2017-Q2,Costa Rica,Informality - Productivity definition - Total,38.4
2017-Q1,Paraguay,Wage Employment (% of 15+ population) - Total,38.4
2024-Q2,Brazil,Informality - Productivity definition - Women,38.4
2024-Q2,Costa Rica,Wage Employment (% of 15+ population) - Total,38.4
2023-Q1,El Salvador,Wage Employment (% of 15+ population) - Total,38.4
2023-Q1,Costa Rica,Wage Employment (% of 15+ population) - Total,38.4
2024-Q2,Paraguay,Wage Employment (% of 15+ population) - Total,38.3
2017-Q2,Brazil,Wage Employment (% of 15+ population) - Total,38.3
2021-Q2,Argentina,Informality - Productivity definition - Women,38.3
2023-Q1,Peru,Wage Employment (% of 15+ population) - Total,38.3
2023-Q4,Peru,Wage Employment (% of 15+ population) - Total,38.3
2016-Q2,Uruguay,Informality - Productivity definition - Women,38.3
2016-Q3,Uruguay,Wage Employment (% of 15+ population) - Women,38.3
2017-Q2,Uruguay,Wage Employment (% of 15+ population) - Women,38.3
2016-Q2,Costa Rica,Informality - Productivity definition - Total,38.3
2024-Q3,Brazil,Informality - Productivity definition - Women,38.3
2020-Q4,Peru,Wage Employment (% of 15+ population) - Men,38.2
2018-Q2,Brazil,Wage Employment (% of 15+ population) - Total,38.2
2021-Q2,Chile,Wage Employment (% of 15+ population) - Total,38.2
2022-Q1,Argentina,Informality - Social protection definition - Women,38.2
2016-Q4,Costa Rica,Informality - Productivity definition - Total,38.2
2019-Q4,Argentina,Informality - Social protection definition - Women,38.2
2023-Q3,Paraguay,Wage Employment (% of 15+ population) - Total,38.2
2021-Q1,Ecuador,Wage Employment (% of 15+ population) - Men,38.2
2019-Q1,Uruguay,Wage Employment (% of 15+ population) - Women,38.2
2021-Q1,Argentina,Informality - Productivity definition - Men,38.1
2023-Q2,Costa Rica,Informality - Productivity definition - Women,38.1
2020-Q1,Argentina,Informality - Productivity definition - Men,38.1
2018-Q4,Argentina,Informality - Social protection definition - Women,38.1
2018-Q1,Uruguay,Wage Employment (% of 15+ population) - Women,38.1
2019-Q2,Dominican Republic,Wage Employment (% of 15+ population) - Men,38.1
2019-Q1,Paraguay,Wage Employment (% of 15+ population) - Total,38.1
2023-Q2,Paraguay,Wage Employment (% of 15+ population) - Total,38.1
2019-Q1,Argentina,Informality - Social protection definition - Women,38.1
2019-Q2,Argentina,Informality - Productivity definition - Men,38.1
2024-Q1,Argentina,Informality - Productivity definition - Total,38.0
2019-Q2,Bolivia,Wage Employment (% of workers) - Men,38.0
2016-Q2,Uruguay,Wage Employment (% of 15+ population) - Women,38.0
2023-Q3,Argentina,Informality - Productivity definition - Men,38.0
2019-Q1,Dominican Republic,Wage Employment (% of 15+ population) - Men,38.0
2019-Q1,Brazil,Wage Employment (% of 15+ population) - Total,38.0
2021-Q4,Ecuador,Wage Employment (% of workers) - Women,38.0
2018-Q3,Uruguay,Wage Employment (% of 15+ population) - Women,37.9
2020-Q1,Brazil,Wage Employment (% of 15+ population) - Total,37.9
2016-Q2,Argentina,Informality - Productivity definition - Men,37.9
2020-Q1,Peru,Wage Employment (% of 15+ population) - Total,37.9
2017-Q3,Costa Rica,Informality - Productivity definition - Total,37.9
2017-Q1,Argentina,Informality - Productivity definition - Men,37.9
2018-Q1,Peru,Wage Employment (% of 15+ population) - Total,37.9
2021-Q3,Costa Rica,Wage Employment (% of 15+ population) - Total,37.9
2018-Q1,Brazil,Wage Employment (% of 15+ population) - Total,37.9
2023-Q1,Argentina,Wage Employment (% of 15+ population) - Women,37.9
2018-Q2,Uruguay,Informality - Productivity definition - Women,37.8
2022-Q2,Ecuador,Wage Employment (% of workers) - Women,37.8
2017-Q1,Uruguay,Wage Employment (% of 15+ population) - Women,37.8
2017-Q1,Brazil,Wage Employment (% of 15+ population) - Total,37.8
2016-Q1,Bolivia,Informality - Social protection definition - Men,37.8
2022-Q4,Costa Rica,Informality - Productivity definition - Men,37.8
2022-Q2,El Salvador,Wage Employment (% of 15+ population) - Total,37.8
2022-Q2,Argentina,Informality - Social protection definition - Total,37.8
2023-Q3,Costa Rica,Wage Employment (% of 15+ population) - Total,37.8
2022-Q4,Argentina,Informality - Social protection definition - Women,37.8
2021-Q3,Argentina,Informality - Productivity definition - Men,37.8
2016-Q3,Argentina,Informality - Productivity definition - Men,37.8
2021-Q4,Brazil,Wage Employment (% of 15+ population) - Total,37.8
2020-Q4,Mexico,Wage Employment (% of 15+ population) - Total,37.8
2023-Q4,Argentina,Informality - Productivity definition - Men,37.8
2016-Q1,Uruguay,Informality - Productivity definition - Women,37.8
2021-Q3,Ecuador,Wage Employment (% of workers) - Women,37.8
2021-Q2,Argentina,Informality - Productivity definition - Total,37.7
2024-Q2,Dominican Republic,Wage Employment (% of 15+ population) - Men,37.7
2022-Q1,Brazil,Wage Employment (% of 15+ population) - Total,37.7
2019-Q4,Uruguay,Wage Employment (% of 15+ population) - Women,37.7
2018-Q3,Argentina,Informality - Productivity definition - Men,37.7
2022-Q2,Dominican Republic,Wage Employment (% of 15+ population) - Men,37.7
2023-Q2,Argentina,Informality - Social protection definition - Women,37.7
2019-Q4,Colombia,Informality - Social protection definition - Total,37.7
2018-Q1,Paraguay,Wage Employment (% of 15+ population) - Total,37.7
2021-Q2,Ecuador,Wage Employment (% of 15+ population) - Men,37.7
2017-Q4,Paraguay,Wage Employment (% of 15+ population) - Total,37.7
2023-Q2,Argentina,Wage Employment (% of 15+ population) - Women,37.6
2022-Q1,Costa Rica,Wage Employment (% of 15+ population) - Total,37.6
2022-Q4,Dominican Republic,Wage Employment (% of 15+ population) - Men,37.6
2023-Q3,Uruguay,Wage Employment (% of 15+ population) - Women,37.6
2016-Q2,Bolivia,Informality - Social protection definition - Men,37.5
2017-Q4,Argentina,Informality - Productivity definition - Men,37.5
2023-Q4,Dominican Republic,Wage Employment (% of 15+ population) - Men,37.5
2021-Q4,Argentina,Informality - Productivity definition - Men,37.5
2016-Q4,Argentina,Informality - Productivity definition - Men,37.5
2019-Q3,Costa Rica,Informality - Productivity definition - Men,37.5
2023-Q4,Costa Rica,Wage Employment (% of 15+ population) - Total,37.5
2020-Q1,Costa Rica,Informality - Productivity definition - Men,37.5
2021-Q1,Mexico,Wage Employment (% of 15+ population) - Total,37.5
2024-Q2,Argentina,Wage Employment (% of 15+ population) - Women,37.5
2024-Q1,Argentina,Wage Employment (% of 15+ population) - Women,37.5
2019-Q4,Dominican Republic,Wage Employment (% of 15+ population) - Men,37.5
2017-Q2,Paraguay,Wage Employment (% of 15+ population) - Total,37.5
2020-Q1,Argentina,Informality - Social protection definition - Women,37.5
2024-Q1,Dominican Republic,Wage Employment (% of 15+ population) - Men,37.4
2022-Q4,Argentina,Informality - Productivity definition - Men,37.4
2024-Q3,Costa Rica,Informality - Productivity definition - Women,37.4
2023-Q1,Paraguay,Wage Employment (% of 15+ population) - Total,37.4
2023-Q3,Argentina,Informality - Social protection definition - Women,37.4
2017-Q4,Colombia,Informality - Social protection definition - Women,37.4
2016-Q3,Uruguay,Informality - Productivity definition - Women,37.4
2023-Q2,Dominican Republic,Wage Employment (% of 15+ population) - Men,37.4
2019-Q3,Bolivia,Wage Employment (% of workers) - Men,37.4
2016-Q3,Costa Rica,Informality - Productivity definition - Total,37.4
2016-Q3,Colombia,Informality - Social protection definition - Women,37.3
2017-Q1,Uruguay,Informality - Productivity definition - Women,37.3
2022-Q3,Ecuador,Wage Employment (% of workers) - Women,37.3
2020-Q2,Bolivia,Wage Employment (% of workers) - Women,37.3
2023-Q4,Uruguay,Wage Employment (% of 15+ population) - Women,37.3
2019-Q2,Paraguay,Wage Employment (% of 15+ population) - Total,37.3
2022-Q3,Costa Rica,Informality - Productivity definition - Men,37.3
2022-Q3,Argentina,Informality - Social protection definition - Total,37.3
2018-Q2,Uruguay,Wage Employment (% of 15+ population) - Women,37.3
2021-Q2,Argentina,Informality - Productivity definition - Men,37.3
2024-Q3,Brazil,Wage Employment (% of 15+ population) - Women,37.3
2019-Q4,Uruguay,Informality - Productivity definition - Women,37.2
2022-Q1,Ecuador,Wage Employment (% of workers) - Women,37.2
2023-Q4,Argentina,Informality - Social protection definition - Women,37.2
2024-Q1,Argentina,Informality - Social protection definition - Women,37.2
2018-Q2,Argentina,Informality - Productivity definition - Men,37.2
2019-Q1,Argentina,Informality - Productivity definition - Men,37.2
2020-Q3,Mexico,Informality - Social protection definition - Women,37.2
2022-Q3,Uruguay,Wage Employment (% of 15+ population) - Women,37.2
2016-Q4,Colombia,Informality - Social protection definition - Women,37.1
2024-Q1,Uruguay,Wage Employment (% of 15+ population) - Women,37.1
2020-Q1,Dominican Republic,Wage Employment (% of 15+ population) - Men,37.1
2022-Q2,Peru,Wage Employment (% of 15+ population) - Total,37.1
2022-Q4,Argentina,Wage Employment (% of 15+ population) - Women,37.1
2021-Q4,Colombia,Informality - Social protection definition - Men,37.1
2018-Q4,Uruguay,Informality - Productivity definition - Women,37.1
2024-Q1,Chile,Wage Employment (% of 15+ population) - Women,37.1
2021-Q4,Costa Rica,Wage Employment (% of 15+ population) - Total,37.1
2023-Q1,Dominican Republic,Wage Employment (% of 15+ population) - Men,37.1
2018-Q1,Uruguay,Informality - Productivity definition - Women,37.1
2021-Q1,Peru,Wage Employment (% of 15+ population) - Men,37.1
2019-Q3,Colombia,Wage Employment (% of 15+ population) - Men,37.1
2019-Q2,Uruguay,Informality - Productivity definition - Total,37.1
2018-Q2,Argentina,Informality - Social protection definition - Women,37.1
2024-Q3,Argentina,Wage Employment (% of 15+ population) - Women,37.1
2018-Q2,Paraguay,Wage Employment (% of 15+ population) - Total,37.1
2022-Q2,Argentina,Wage Employment (% of 15+ population) - Women,37.1
2019-Q3,Uruguay,Wage Employment (% of 15+ population) - Women,37.0
2023-Q4,Uruguay,Informality - Productivity definition - Women,37.0
2022-Q4,Uruguay,Wage Employment (% of 15+ population) - Women,37.0
2023-Q1,Argentina,Informality - Productivity definition - Men,37.0
2019-Q3,Dominican Republic,Wage Employment (% of 15+ population) - Men,37.0
2021-Q3,Ecuador,Informality - Social protection definition - Women,37.0
2018-Q3,Argentina,Informality - Social protection definition - Women,37.0
2024-Q2,Chile,Wage Employment (% of 15+ population) - Women,37.0
2017-Q3,Argentina,Informality - Productivity definition - Men,36.9
2020-Q2,Argentina,Informality - Productivity definition - Women,36.9
2024-Q2,Argentina,Informality - Productivity definition - Men,36.9
2024-Q4,Colombia,Wage Employment (% of 15+ population) - Men,36.9
2020-Q2,Costa Rica,Informality - Productivity definition - Women,36.9
2024-Q3,Chile,Wage Employment (% of 15+ population) - Women,36.9
2019-Q4,Colombia,Informality - Social protection definition - Men,36.9
2023-Q4,Chile,Wage Employment (% of 15+ population) - Women,36.9
2017-Q2,Uruguay,Informality - Productivity definition - Women,36.9
2017-Q2,Argentina,Informality - Productivity definition - Men,36.9
2024-Q2,Costa Rica,Informality - Productivity definition - Women,36.9
2018-Q1,Costa Rica,Informality - Productivity definition - Total,36.9
2016-Q3,Bolivia,Informality - Social protection definition - Men,36.9
2024-Q2,Colombia,Wage Employment (% of 15+ population) - Men,36.9
2021-Q4,Dominican Republic,Wage Employment (% of 15+ population) - Men,36.9
2018-Q1,Argentina,Informality - Productivity definition - Men,36.9
2022-Q2,Uruguay,Wage Employment (% of 15+ population) - Women,36.8
2022-Q3,Paraguay,Wage Employment (% of 15+ population) - Total,36.8
2018-Q2,Dominican Republic,Wage Employment (% of 15+ population) - Men,36.8
2018-Q4,Dominican Republic,Wage Employment (% of 15+ population) - Men,36.8
2019-Q2,Uruguay,Wage Employment (% of 15+ population) - Women,36.8
2023-Q2,Argentina,Informality - Social protection definition - Total,36.8
2019-Q1,Peru,Wage Employment (% of 15+ population) - Total,36.8
2019-Q3,Uruguay,Informality - Productivity definition - Women,36.7
2020-Q4,Argentina,Wage Employment (% of 15+ population) - Total,36.7
2017-Q3,Uruguay,Informality - Productivity definition - Women,36.7
2018-Q3,Bolivia,Wage Employment (% of workers) - Men,36.7
2022-Q1,Uruguay,Wage Employment (% of 15+ population) - Women,36.6
2017-Q4,Costa Rica,Informality - Productivity definition - Total,36.6
2022-Q2,Paraguay,Wage Employment (% of 15+ population) - Total,36.6
2023-Q3,Dominican Republic,Wage Employment (% of 15+ population) - Men,36.6
2022-Q1,El Salvador,Wage Employment (% of 15+ population) - Total,36.6
2022-Q3,Peru,Wage Employment (% of 15+ population) - Total,36.6
2023-Q1,Argentina,Informality - Social protection definition - Total,36.6
2022-Q2,Argentina,Informality - Social protection definition - Men,36.6
2017-Q4,Argentina,Informality - Social protection definition - Women,36.6
2024-Q3,Argentina,Informality - Social protection definition - Total,36.6
2024-Q2,Brazil,Wage Employment (% of 15+ population) - Women,36.6
2021-Q3,Brazil,Wage Employment (% of 15+ population) - Total,36.5
2017-Q1,Uruguay,Informality - Productivity definition - Total,36.5
2023-Q2,Peru,Wage Employment (% of 15+ population) - Total,36.5
2016-Q2,Colombia,Wage Employment (% of 15+ population) - Men,36.5
2023-Q2,Uruguay,Wage Employment (% of 15+ population) - Women,36.5
2016-Q4,Uruguay,Informality - Productivity definition - Women,36.5
2023-Q3,Uruguay,Informality - Productivity definition - Women,36.5
2016-Q2,Colombia,Informality - Social protection definition - Women,36.5
2022-Q4,Paraguay,Wage Employment (% of 15+ population) - Total,36.4
2019-Q4,Costa Rica,Informality - Productivity definition - Men,36.4
2023-Q4,Bolivia,Wage Employment (% of workers) - Men,36.4
2023-Q4,Colombia,Wage Employment (% of 15+ population) - Men,36.4
2018-Q2,Uruguay,Informality - Productivity definition - Total,36.4
2024-Q3,Dominican Republic,Wage Employment (% of 15+ population) - Total,36.4
2021-Q4,Peru,Wage Employment (% of 15+ population) - Total,36.4
2019-Q4,Colombia,Wage Employment (% of 15+ population) - Men,36.4
2017-Q3,Argentina,Informality - Social protection definition - Women,36.4
2018-Q1,Argentina,Informality - Social protection definition - Women,36.4
2022-Q3,Argentina,Wage Employment (% of 15+ population) - Women,36.4
2019-Q2,Colombia,Wage Employment (% of 15+ population) - Men,36.4
2024-Q3,Colombia,Wage Employment (% of 15+ population) - Men,36.4
2019-Q1,Bolivia,Wage Employment (% of workers) - Men,36.3
2016-Q1,Uruguay,Informality - Productivity definition - Total,36.3
2023-Q2,Colombia,Wage Employment (% of 15+ population) - Men,36.3
2016-Q2,Uruguay,Informality - Productivity definition - Total,36.3
2020-Q3,Mexico,Wage Employment (% of 15+ population) - Total,36.3
2016-Q4,Colombia,Wage Employment (% of 15+ population) - Men,36.3
2020-Q3,Chile,Wage Employment (% of 15+ population) - Total,36.3
2024-Q2,Argentina,Informality - Social protection definition - Total,36.3
2019-Q1,Uruguay,Informality - Productivity definition - Women,36.3
2021-Q1,El Salvador,Wage Employment (% of 15+ population) - Total,36.3
2022-Q3,Dominican Republic,Wage Employment (% of 15+ population) - Men,36.3
2017-Q1,Costa Rica,Informality - Productivity definition - Total,36.3
2016-Q3,Argentina,Informality - Social protection definition - Women,36.3
2018-Q3,Uruguay,Informality - Productivity definition - Women,36.3
2023-Q4,Brazil,Wage Employment (% of 15+ population) - Women,36.3
2021-Q3,El Salvador,Wage Employment (% of 15+ population) - Total,36.3
2018-Q3,Dominican Republic,Wage Employment (% of 15+ population) - Men,36.2
2023-Q4,Costa Rica,Informality - Productivity definition - Women,36.2
2017-Q4,Uruguay,Informality - Productivity definition - Women,36.2
2017-Q2,Colombia,Wage Employment (% of 15+ population) - Men,36.2
2017-Q2,Argentina,Informality - Social protection definition - Women,36.2
2024-Q1,Costa Rica,Informality - Productivity definition - Women,36.2
2024-Q1,Argentina,Informality - Productivity definition - Men,36.2
2019-Q2,Costa Rica,Informality - Productivity definition - Men,36.2
2024-Q1,Colombia,Wage Employment (% of 15+ population) - Men,36.2
2021-Q4,Colombia,Informality - Social protection definition - Total,36.2
2023-Q3,Bolivia,Wage Employment (% of workers) - Men,36.2
2023-Q1,Costa Rica,Informality - Productivity definition - Total,36.2
2019-Q1,Colombia,Informality - Social protection definition - Women,36.2
2023-Q4,El Salvador,Wage Employment (% of 15+ population) - Total,36.2
2016-Q4,Colombia,Informality - Social protection definition - Total,36.2
2016-Q3,Colombia,Wage Employment (% of 15+ population) - Men,36.2
2021-Q1,Ecuador,Wage Employment (% of workers) - Women,36.2
2016-Q4,Argentina,Informality - Social protection definition - Women,36.2
2018-Q1,Uruguay,Informality - Productivity definition - Total,36.1
2023-Q2,Argentina,Informality - Social protection definition - Men,36.1
2019-Q3,Colombia,Informality - Social protection definition - Men,36.1
2019-Q3,Colombia,Informality - Social protection definition - Total,36.1
2020-Q2,Costa Rica,Informality - Productivity definition - Total,36.1
2019-Q3,Colombia,Informality - Social protection definition - Women,36.1
2017-Q1,Colombia,Informality - Social protection definition - Women,36.1
2016-Q1,Costa Rica,Informality - Productivity definition - Men,36.0
2021-Q3,Argentina,Informality - Social protection definition - Women,36.0
2023-Q3,Chile,Wage Employment (% of 15+ population) - Women,36.0
2022-Q1,Peru,Wage Employment (% of 15+ population) - Total,36.0
2024-Q1,Bolivia,Wage Employment (% of workers) - Men,36.0
2024-Q2,Dominican Republic,Wage Employment (% of 15+ population) - Total,36.0
2023-Q1,Uruguay,Informality - Productivity definition - Total,36.0
2022-Q4,Colombia,Wage Employment (% of 15+ population) - Men,36.0
2019-Q4,Dominican Republic,Wage Employment (% of 15+ population) - Total,36.0
2017-Q4,Dominican Republic,Informality - Social protection definition - Women,36.0
2018-Q4,Uruguay,Informality - Productivity definition - Total,36.0
2023-Q4,Uruguay,Informality - Productivity definition - Total,36.0
2022-Q2,Uruguay,Informality - Productivity definition - Women,36.0
2019-Q2,Argentina,Informality - Social protection definition - Women,36.0
2019-Q3,Argentina,Informality - Social protection definition - Women,36.0
2022-Q1,Argentina,Wage Employment (% of 15+ population) - Women,35.9
2021-Q1,Colombia,Informality - Social protection definition - Men,35.9
2020-Q2,Chile,Wage Employment (% of 15+ population) - Total,35.9
2021-Q2,El Salvador,Wage Employment (% of 15+ population) - Total,35.9
2022-Q4,Chile,Wage Employment (% of 15+ population) - Women,35.9
2022-Q4,El Salvador,Wage Employment (% of 15+ population) - Total,35.9
2023-Q1,Uruguay,Wage Employment (% of 15+ population) - Women,35.9
2018-Q4,Colombia,Informality - Social protection definition - Women,35.9
2017-Q3,Colombia,Wage Employment (% of 15+ population) - Men,35.9
2017-Q2,Dominican Republic,Informality - Social protection definition - Women,35.9
2023-Q2,Chile,Wage Employment (% of 15+ population) - Women,35.9
2023-Q3,Costa Rica,Informality - Productivity definition - Women,35.9
2020-Q1,El Salvador,Wage Employment (% of 15+ population) - Total,35.9
2023-Q3,Brazil,Wage Employment (% of 15+ population) - Women,35.9
2024-Q2,Uruguay,Informality - Productivity definition - Women,35.9
2017-Q1,Dominican Republic,Informality - Social protection definition - Women,35.9
2024-Q2,Bolivia,Wage Employment (% of workers) - Men,35.9
2022-Q1,Argentina,Informality - Social protection definition - Total,35.9
2023-Q3,Argentina,Informality - Social protection definition - Total,35.8
2024-Q1,Brazil,Wage Employment (% of 15+ population) - Women,35.8
2024-Q1,Dominican Republic,Wage Employment (% of 15+ population) - Total,35.8
2020-Q1,Chile,Wage Employment (% of 15+ population) - Women,35.8
2022-Q1,Paraguay,Wage Employment (% of 15+ population) - Total,35.8
2019-Q4,Argentina,Informality - Social protection definition - Total,35.8
2016-Q1,Colombia,Informality - Social protection definition - Women,35.8
2017-Q1,Uruguay,Informality - Productivity definition - Men,35.8
2019-Q4,Bolivia,Wage Employment (% of workers) - Men,35.7
2019-Q1,Colombia,Wage Employment (% of 15+ population) - Men,35.7
2019-Q1,Uruguay,Informality - Productivity definition - Total,35.7
2021-Q4,Argentina,Informality - Social protection definition - Women,35.7
2019-Q1,El Salvador,Wage Employment (% of 15+ population) - Total,35.7
2020-Q1,Argentina,Informality - Social protection definition - Total,35.7
2019-Q2,Colombia,Informality - Social protection definition - Women,35.7
2023-Q3,Colombia,Wage Employment (% of 15+ population) - Men,35.7
2019-Q2,Uruguay,Informality - Productivity definition - Men,35.7
2021-Q1,Costa Rica,Wage Employment (% of 15+ population) - Total,35.7
2021-Q4,Argentina,Wage Employment (% of 15+ population) - Women,35.7
2020-Q2,Costa Rica,Informality - Productivity definition - Men,35.7
2023-Q4,Argentina,Informality - Social protection definition - Total,35.7
2019-Q2,Dominican Republic,Wage Employment (% of 15+ population) - Total,35.7
2024-Q2,Peru,Wage Employment (% of 15+ population) - Women,35.6
2016-Q3,Colombia,Informality - Social protection definition - Total,35.6
2019-Q4,Uruguay,Informality - Productivity definition - Total,35.6
2017-Q2,Uruguay,Informality - Productivity definition - Total,35.6
2022-Q4,Uruguay,Informality - Productivity definition - Women,35.6
2024-Q1,Argentina,Informality - Social protection definition - Total,35.6
2019-Q1,Colombia,Informality - Social protection definition - Total,35.6
2022-Q3,Argentina,Informality - Social protection definition - Men,35.6
2018-Q3,Uruguay,Informality - Productivity definition - Total,35.6
2022-Q1,Dominican Republic,Wage Employment (% of 15+ population) - Men,35.6
2021-Q2,Ecuador,Wage Employment (% of workers) - Women,35.6
2023-Q2,Brazil,Wage Employment (% of 15+ population) - Women,35.6
2017-Q4,Colombia,Informality - Social protection definition - Total,35.6
2021-Q2,Costa Rica,Wage Employment (% of 15+ population) - Total,35.6
2024-Q4,Costa Rica,Informality - Productivity definition - Women,35.5
2016-Q3,Uruguay,Informality - Productivity definition - Total,35.5
2016-Q4,Colombia,Informality - Social protection definition - Men,35.5
2018-Q1,El Salvador,Wage Employment (% of 15+ population) - Total,35.5
2021-Q3,Bolivia,Wage Employment (% of workers) - Men,35.5
2017-Q3,Uruguay,Informality - Productivity definition - Total,35.5
2018-Q3,Colombia,Wage Employment (% of 15+ population) - Men,35.5
2022-Q4,Brazil,Wage Employment (% of 15+ population) - Women,35.5
2023-Q1,Chile,Wage Employment (% of 15+ population) - Women,35.5
2017-Q4,Colombia,Wage Employment (% of 15+ population) - Men,35.5
2021-Q4,El Salvador,Wage Employment (% of 15+ population) - Total,35.5
2021-Q3,Colombia,Informality - Social protection definition - Men,35.5
2022-Q4,Argentina,Informality - Social protection definition - Total,35.5
2022-Q4,Peru,Wage Employment (% of 15+ population) - Total,35.5
2017-Q4,Peru,Wage Employment (% of 15+ population) - Women,35.5
2016-Q1,Colombia,Wage Employment (% of 15+ population) - Men,35.5
2016-Q4,Peru,Wage Employment (% of 15+ population) - Women,35.5
2016-Q2,Costa Rica,Informality - Productivity definition - Men,35.4
2018-Q4,Bolivia,Wage Employment (% of workers) - Men,35.4
2019-Q4,El Salvador,Wage Employment (% of 15+ population) - Total,35.4
2024-Q1,Uruguay,Informality - Productivity definition - Women,35.4
2020-Q2,Argentina,Informality - Productivity definition - Total,35.4
2020-Q3,Bolivia,Informality - Social protection definition - Women,35.4
2018-Q2,Colombia,Wage Employment (% of 15+ population) - Men,35.4
2023-Q4,Dominican Republic,Wage Employment (% of 15+ population) - Total,35.4
2019-Q1,Dominican Republic,Wage Employment (% of 15+ population) - Total,35.4
2021-Q3,Argentina,Wage Employment (% of 15+ population) - Women,35.3
2020-Q4,Costa Rica,Wage Employment (% of 15+ population) - Total,35.3
2018-Q1,Dominican Republic,Wage Employment (% of 15+ population) - Men,35.3
2022-Q4,Bolivia,Wage Employment (% of workers) - Men,35.3
2016-Q4,Uruguay,Informality - Productivity definition - Total,35.3
2018-Q2,Uruguay,Informality - Productivity definition - Men,35.3
2020-Q1,Dominican Republic,Wage Employment (% of 15+ population) - Total,35.3
2022-Q3,Brazil,Wage Employment (% of 15+ population) - Women,35.3
2018-Q4,Argentina,Informality - Social protection definition - Total,35.3
2022-Q2,Colombia,Wage Employment (% of 15+ population) - Men,35.3
2017-Q1,Colombia,Wage Employment (% of 15+ population) - Men,35.3
2019-Q3,Uruguay,Informality - Productivity definition - Total,35.3
2018-Q1,Uruguay,Informality - Productivity definition - Men,35.3
2018-Q2,Colombia,Informality - Social protection definition - Women,35.2
2016-Q1,Colombia,Informality - Social protection definition - Total,35.2
2023-Q3,Uruguay,Informality - Productivity definition - Total,35.2
2018-Q4,El Salvador,Wage Employment (% of 15+ population) - Total,35.2
2017-Q3,Peru,Wage Employment (% of 15+ population) - Women,35.2
2017-Q2,Costa Rica,Informality - Productivity definition - Men,35.2
2024-Q2,Uruguay,Wage Employment (% of 15+ population) - Women,35.2
2019-Q1,Uruguay,Informality - Productivity definition - Men,35.2
2017-Q2,Dominican Republic,Wage Employment (% of 15+ population) - Men,35.2
2018-Q1,Colombia,Informality - Social protection definition - Women,35.1
2017-Q2,Colombia,Informality - Social protection definition - Women,35.1
2021-Q4,Colombia,Informality - Social protection definition - Women,35.1
2019-Q1,Colombia,Informality - Social protection definition - Men,35.1
2016-Q2,Colombia,Informality - Social protection definition - Total,35.1
2016-Q4,Costa Rica,Informality - Productivity definition - Men,35.1
2017-Q1,Argentina,Informality - Social protection definition - Women,35.1
2023-Q2,Bolivia,Wage Employment (% of workers) - Men,35.1
2018-Q3,Colombia,Informality - Social protection definition - Women,35.1
2023-Q1,Colombia,Wage Employment (% of 15+ population) - Men,35.1
2023-Q2,Uruguay,Informality - Productivity definition - Women,35.1
2018-Q4,Colombia,Informality - Social protection definition - Total,35.1
2017-Q4,Uruguay,Informality - Productivity definition - Total,35.1
2023-Q4,Uruguay,Informality - Productivity definition - Men,35.1
2016-Q1,Uruguay,Informality - Productivity definition - Men,35.0
2022-Q3,Colombia,Wage Employment (% of 15+ population) - Men,35.0
2022-Q4,Dominican Republic,Wage Employment (% of 15+ population) - Total,35.0
2018-Q1,Bolivia,Informality - Social protection definition - Men,35.0
2019-Q3,Dominican Republic,Wage Employment (% of 15+ population) - Total,35.0
2024-Q3,Argentina,Informality - Social protection definition - Men,35.0
2022-Q3,Uruguay,Informality - Productivity definition - Women,35.0
2019-Q4,Brazil,Wage Employment (% of 15+ population) - Women,35.0
2019-Q3,Argentina,Informality - Social protection definition - Total,35.0
2018-Q4,Uruguay,Informality - Productivity definition - Men,35.0
